,Predictions
2020-12-02,1377.9771571428575
2020-12-03,2143.509561904762
2020-12-04,1786.1242761904762
2020-12-05,526.9427571428571
2020-12-06,742.0429523809522
2020-12-07,1454.0729190476193
2020-12-08,805.6546047619046
2020-12-09,1341.7753333333337
2020-12-10,970.7168333333333
2020-12-11,502.85592380952374
2020-12-12,1782.2821928571425
2020-12-13,695.3457333333336
2020-12-14,1720.9266333333342
2020-12-15,1504.5519333333332
2020-12-16,309.8507666666667
2020-12-17,378.62213571428555
2020-12-18,653.1914880952382
2020-12-19,287.613380952381
2020-12-20,222.02684891774888
2020-12-21,1757.3000476190473
2020-12-22,204.87573571428575
2020-12-23,699.6548597402598
2020-12-24,2188.3949333333335
2020-12-25,995.1158023809523
2020-12-26,1480.3657595238094
2020-12-27,1500.9560666666666
2020-12-28,1522.763390476191
2020-12-29,876.8019666666665
2020-12-30,1618.6308928571434
2020-12-31,276.2004333333334
2021-01-01,41.64420952380951
2021-01-02,90.09352857142854
2021-01-03,227.6261293650794
2021-01-04,1835.924333333333
2021-01-05,1229.2609666666665
2021-01-06,634.3351714285712
2021-01-07,935.6359928571428
2021-01-08,1537.0509333333334
2021-01-09,588.091
2021-01-10,792.30220952381
2021-01-11,1208.1422047619048
2021-01-12,180.54906861471858
2021-01-13,1251.9605333333334
2021-01-14,441.9299841269841
2021-01-15,413.97021190476227
2021-01-16,119.05194047619045
2021-01-17,232.48573492063494
2021-01-18,295.2273166666667
2021-01-19,1488.725752380952
2021-01-20,1446.507233333333
2021-01-21,1103.222
2021-01-22,1071.247542857143
2021-01-23,727.3379000000002
2021-01-24,890.3448000000003
2021-01-25,1436.0585000000005
2021-01-26,166.35085952380953
2021-01-27,532.7988999999999
2021-01-28,911.0783000000001
2021-01-29,1362.2351999999994
2021-01-30,581.6817095238096
2021-01-31,508.1743166666665
2021-02-01,2003.717876190476
2021-02-02,1420.4421174603174
2021-02-03,1209.3445333333332
2021-02-04,186.93953333333332
2021-02-05,1567.8777238095238
2021-02-06,2111.9501095238097
2021-02-07,536.736
2021-02-08,1867.4673857142857
2021-02-09,1100.4929619047618
2021-02-10,1638.9311285714289
2021-02-11,729.2736047619047
2021-02-12,962.8656999999997
2021-02-13,220.80427748917742
2021-02-14,1714.8426714285713
2021-02-15,770.9196904761908
2021-02-16,892.3348476190479
2021-02-17,1981.5219952380949
2021-02-18,1995.2761023809524
2021-02-19,238.53542099567107
2021-02-20,1988.8535047619043
2021-02-21,511.7722095238095
2021-02-22,1035.5231714285715
2021-02-23,983.9667428571423
2021-02-24,238.356101948052
2021-02-25,1498.5485523809527
2021-02-26,1358.3854857142858
2021-02-27,1463.4358809523806
2021-02-28,911.9993714285715
2021-03-01,1431.3941809523808
2021-03-02,2190.4984
2021-03-03,1492.0406428571428
2021-03-04,1048.442933333333
2021-03-05,1407.633723809524
2021-03-06,1728.2704206349206
2021-03-07,1305.3614809523815
2021-03-08,2032.6815476190473
2021-03-09,166.24836428571427
2021-03-10,945.0454285714285
2021-03-11,1365.5439047619045
2021-03-12,24.44959047619048
2021-03-13,1525.7573190476191
2021-03-14,807.6702999999998
2021-03-15,1316.1271285714288
2021-03-16,1181.2637166666668
2021-03-17,118.08281190476195
2021-03-18,733.5246547619046
2021-03-19,1838.7291666666665
2021-03-20,1384.0615095238097
2021-03-21,98.84312142857144
2021-03-22,1712.1513285714282
2021-03-23,1248.2868666666664
2021-03-24,1303.019166666667
2021-03-25,2141.370976190476
2021-03-26,1547.93838968254
2021-03-27,1213.2502047619053
2021-03-28,53.76645079365079
2021-03-29,296.60881666666666
2021-03-30,144.47771904761908
2021-03-31,2097.9310333333333
2021-04-01,851.7803793650794
2021-04-02,1244.5908666666664
2021-04-03,1386.988428571429
2021-04-04,440.25130000000007
2021-04-05,940.0847904761906
2021-04-06,684.0097023809521
2021-04-07,57.30594285714287
2021-04-08,132.7533007936508
2021-04-09,1052.585202380952
2021-04-10,303.2665666666666
2021-04-11,184.78563333333335
2021-04-12,137.1393476190476
2021-04-13,1225.5661333333333
2021-04-14,1498.1161523809524
2021-04-15,448.9791952380953
2021-04-16,61.71361428571428
2021-04-17,1933.9970333333333
2021-04-18,780.3730666666664
2021-04-19,1197.2353000000003
2021-04-20,195.52743333333336
2021-04-21,1194.7961857142857
2021-04-22,1857.7859714285707
2021-04-23,134.63548809523812
2021-04-24,597.624054761905
2021-04-25,1692.4754428571425
2021-04-26,660.0820666666666
2021-04-27,1349.4887357142857
2021-04-28,714.5325952380955
2021-04-29,827.0556666666664
2021-04-30,462.502811904762
2021-05-01,573.9887285714284
2021-05-02,895.2899309523813
2021-05-03,287.07885000000005
2021-05-04,1930.152466666667
2021-05-05,303.10857142857134
2021-05-06,1188.1489666666669
2021-05-07,1260.6117246031747
2021-05-08,1651.701253968254
2021-05-09,1304.2737238095244
2021-05-10,1512.069380952381
2021-05-11,88.67516190476192
2021-05-12,815.1471333333334
2021-05-13,1564.660399999999
2021-05-14,287.49942142857145
2021-05-15,724.7416333333332
2021-05-16,7.729852380952378
2021-05-17,745.4506238095238
2021-05-18,593.2320333333331
2021-05-19,1536.5516666666667
2021-05-20,2129.262277777777
2021-05-21,1851.3771047619048
2021-05-22,1618.623292857143
2021-05-23,1735.1737928571429
2021-05-24,1952.4783079365077
2021-05-25,966.6326142857143
2021-05-26,283.8948179653681
2021-05-27,812.0610666666666
2021-05-28,2109.5688809523817
2021-05-29,204.2555833333333
2021-05-30,802.8899809523809
2021-05-31,402.4711095238094
2021-06-01,1026.3618714285712
2021-06-02,600.0404547619048
2021-06-03,832.2620999999998
2021-06-04,657.3580809523808
2021-06-05,586.2038333333333
2021-06-06,462.9044452380953
2021-06-07,852.2550936507938
2021-06-08,1311.1656380952386
2021-06-09,1635.6683000000005
2021-06-10,2032.0858619047617
2021-06-11,151.99833809523815
2021-06-12,2158.4247666666665
2021-06-13,1037.4221666666667
2021-06-14,2219.329854761905
2021-06-15,883.1332333333334
2021-06-16,118.41236428571432
2021-06-17,1198.9147095238097
2021-06-18,1238.3247357142857
2021-06-19,1324.948388888889
2021-06-20,1263.6248166666667
2021-06-21,1034.945223809524
2021-06-22,960.0934666666668
2021-06-23,1240.0752142857139
2021-06-24,405.0495857142856
2021-06-25,1765.6302214285715
2021-06-26,393.48695714285714
2021-06-27,550.0523333333332
2021-06-28,1886.6206857142863
2021-06-29,773.8945690476194
2021-06-30,1335.3445499999998
2021-07-01,2141.0928333333336
2021-07-02,2.7066428571428567
2021-07-03,1013.3156095238097
2021-07-04,611.5140777777775
2021-07-05,1848.7081952380952
2021-07-06,1666.5218166666666
2021-07-07,2117.92484047619
2021-07-08,240.5686575036075
2021-07-09,571.8641428571428
2021-07-10,1119.3292476190475
2021-07-11,889.8281666666667
2021-07-12,1587.8675190476197
2021-07-13,530.4421333333333
2021-07-14,138.3929142857143
2021-07-15,230.83481428571423
2021-07-16,2186.9420285714286
2021-07-17,1142.3403111111118
2021-07-18,2199.737083333333
2021-07-19,1891.634833333334
2021-07-20,2207.7258666666667
2021-07-21,857.9385476190474
2021-07-22,1420.4174079365082
2021-07-23,983.3489999999999
2021-07-24,1368.6373999999996
2021-07-25,829.2058666666663
2021-07-26,1487.5986809523806
2021-07-27,836.0742952380953
2021-07-28,767.4603095238094
2021-07-29,656.6700476190475
2021-07-30,1366.5923666666663
2021-07-31,1610.0814619047626
2021-08-01,772.1931071428575
2021-08-02,845.1301000000002
2021-08-03,765.9694571428571
2021-08-04,420.39393008658044
2021-08-05,2086.8118515873025
2021-08-06,1271.6278428571436
2021-08-07,2060.805135714286
2021-08-08,904.4661023809523
2021-08-09,340.97305952380947
2021-08-10,988.2641000000002
2021-08-11,1930.0026
2021-08-12,712.4196571428572
2021-08-13,644.2631253968257
2021-08-14,2079.3418285714292
2021-08-15,394.87049523809526
2021-08-16,48.045534632034624
2021-08-17,371.1753809523811
2021-08-18,275.90563333333347
2021-08-19,1221.0680857142859
2021-08-20,729.7636380952381
2021-08-21,303.3453
2021-08-22,351.3673428571429
2021-08-23,2117.9174404761907
2021-08-24,93.34736428571426
2021-08-25,679.6090761904761
2021-08-26,862.98595021645
2021-08-27,324.9129817460317
2021-08-28,276.05486666666684
2021-08-29,1832.5670999999998
2021-08-30,1096.1973666666663
2021-08-31,1644.014766666667
2021-09-01,163.5552928571428
2021-09-02,1231.1607
2021-09-03,377.4005452380953
2021-09-04,1592.293750793651
2021-09-05,1870.398433333333
2021-09-06,277.32186666666666
2021-09-07,1040.5381761904764
2021-09-08,125.87678571428572
2021-09-09,260.86698174603174
2021-09-10,1810.4697047619047
2021-09-11,716.0597857142859
2021-09-12,838.8933333333333
2021-09-13,1078.8952
2021-09-14,1762.4870333333329
2021-09-15,1141.2073603174608
2021-09-16,1688.9763047619047
2021-09-17,4.275609523809526
2021-09-18,1896.604866666667
2021-09-19,453.6412666666665
2021-09-20,531.4563999999999
2021-09-21,1269.1972761904765
2021-09-22,495.02380476190456
2021-09-23,537.4014357142858
2021-09-24,1140.319138888889
2021-09-25,1806.901307142857
2021-09-26,1957.494123809524
2021-09-27,908.5895571428571
2021-09-28,398.9958904761905
2021-09-29,321.55308492063494
2021-09-30,159.88756587301592
2021-10-01,1426.2244301587305
2021-10-02,2133.6983746031747
2021-10-03,2181.6571999999996
2021-10-04,1899.3513619047617
2021-10-05,1042.9591785714285
2021-10-06,64.41513095238095
2021-10-07,1190.9069761904761
2021-10-08,1144.7423222222224
2021-10-09,1119.6012476190474
2021-10-10,117.90494761904759
2021-10-11,1744.0229357142855
2021-10-12,574.5631666666666
2021-10-13,1924.9880325396825
2021-10-14,2063.3484333333336
2021-10-15,1860.9778095238103
2021-10-16,360.44306904761885
2021-10-17,929.3420428571429
2021-10-18,2149.711447619048
2021-10-19,32.42598095238094
2021-10-20,1035.347838095238
2021-10-21,190.0881
2021-10-22,844.2125000000002
2021-10-23,280.8113785714284
